id,name,state_id/id,code
mun_los_guayos_ca,Los Guayos,state_ve_ca,LGU
mun_miranda_ca,Miranda,state_ve_ca,MIR
mun_montalban_ca,Montalbán,state_ve_ca,MON
mun_naguanagua_ca,Naguanagua,state_ve_ca,NAG
mun_puerto_cabello_ca,Puerto Cabello,state_ve_ca,PTC
mun_san_diego_ca,San Diego,state_ve_ca,SAN
mun_san_joaquin_ca,San Joaquín,state_ve_ca,SJQ
mun_valencia_ca,Valencia,state_ve_ca,VAL
mun_anzoategui_co,Anzoátegui,state_ve_co,ANZ
mun_tinaquillo_co,Tinaquillo,state_ve_co,TIN
mun_girardot_co,Girardot,state_ve_co,GIR
mun_lima_blanco_co,Lima Blanco,state_ve_co,LIB
mun_pao_san_juan_bautista_co,El Pao,state_ve_co,PAO
mun_ezequiel_zamora_co,Ezequiel Zamora,state_ve_co,EZA
mun_romulo_gallegos_co,Rómulo Gallegos,state_ve_co,RGA
mun_san_carlos_co,San Carlos,state_ve_co,SCA
mun_tinaco_co,Tinaco,state_ve_co,TNC
mun_tucupita_da,Tucupita,state_ve_da,TUC
mun_casacoima_da,Casacoima,state_ve_da,CAS
mun_pedernales_da,Pedernales,state_ve_da,PED
mun_antonio_diaz_da,Antonio Díaz,state_ve_da,ADZ
mun_libertador_dc,Libertador,state_ve_dc,LIB
mun_acosta_fa,Acosta,state_ve_fa,ACO
mun_bolivar_fa,Bolívar,state_ve_fa,BOL
mun_buchivacoa_fa,Buchivacoa,state_ve_fa,BUC
mun_cacique_manaure_fa,Cacique Manaure,state_ve_fa,CMN
mun_carirubana_fa,Carirubana,state_ve_fa,CAR
mun_colina_fa,Colina,state_ve_fa,COL
mun_dabajuro_fa,Dabajuro,state_ve_fa,DAB
mun_democracia_fa,Democracia,state_ve_fa,DEM
mun_falcon_fa,Falcón,state_ve_fa,FAL
mun_federacion_fa,Federación,state_ve_fa,FED
mun_jacura_fa,Jacura,state_ve_fa,JAC
mun_los_taques_fa,Los Taques,state_ve_fa,LTA
mun_mauricio_baez_fa,Mauroa,state_ve_fa,MAU
mun_miranda_fa,Miranda,state_ve_fa,MIR
mun_monseñor_iturriaga_fa,Monseñor Iturriza,state_ve_fa,MIT
mun_palmasola_fa,Palmasola,state_ve_fa,PAL
mun_petit_fa,Petit,state_ve_fa,PET
mun_piritu_fa,Píritu,state_ve_fa,PIR
mun_san_francisco_fa,San Francisco,state_ve_fa,SFR
mun_silva_fa,Silva,state_ve_fa,SIL
mun_sucre_fa,Sucre,state_ve_fa,SUC
mun_tocopero_fa,Tocopero,state_ve_fa,TOC
mun_union_fa,Unión,state_ve_fa,UNI
mun_uruma_fa,Urumaco,state_ve_fa,URU
mun_zamora_fa,Zamora,state_ve_fa,ZAM
mun_camaguán_gu,Camaguán,state_ve_gu,CAM
mun_chaguaramas_gu,Chaguaramas,state_ve_gu,CHA
mun_el_socorro_gu,El Socorro,state_ve_gu,ESO
mun_francisco_de_miranda_gu,Francisco de Miranda,state_ve_gu,FMI
mun_guayabal_gu,Guayabal,state_ve_gu,GUY
mun_infante_gu,Leonardo Infante,state_ve_gu,LIN
mun_juan_german_roscio_gu,Juan Germán Roscio,state_ve_gu,JGR
mun_julian_mellado_gu,Julián Mellado,state_ve_gu,JME
mun_las_mercedes_gu,Las Mercedes,state_ve_gu,LME
mun_mellado_gu,Mellado,state_ve_gu,MEL
mun_moncagas_gu,Monagas,state_ve_gu,MON
mun_ortiz_gu,Ortiz,state_ve_gu,ORT
mun_san_geronimo_gu,San Gerónimo de Guayabal,state_ve_gu,SGG
mun_san_jose_gu,San José de Guaribe,state_ve_gu,SJG
mun_santa_maria_gu,Santa María de Ipire,state_ve_gu,SMI
mun_andres_eloy_blanco_la,Andrés Eloy Blanco,state_ve_la,AEB
mun_crespo_la,Crespo,state_ve_la,CRE
mun_iribarren_la,Iribarren,state_ve_la,IRI
mun_jimenez_la,Jiménez,state_ve_la,JIM
mun_moran_la,Morán,state_ve_la,MOR
mun_palavecino_la,Palavecino,state_ve_la,PAL
mun_simon_planas_la,Simón Planas,state_ve_la,SPL
mun_torres_la,Torres,state_ve_la,TOR
mun_urdaneta_la,Urdaneta,state_ve_la,URD
mun_alberto_adriani_me,Alberto Adriani,state_ve_me,AAD
mun_andres_bello_me,Andrés Bello,state_ve_me,ABE
mun_antonio_pinto_salinas_me,Antonio Pinto Salinas,state_ve_me,APS
mun_aricagua_me,Aricagua,state_ve_me,ARI
mun_arzobispo_chacon_me,Arzobispo Chacón,state_ve_me,ACH
mun_campo_elias_me,Campo Elías,state_ve_me,CEL
mun_caracciolo_parra_olmedo_me,Caracciolo Parra Olmedo,state_ve_me,CPO
mun_cardenal_quintero_me,Cardenal Quintero,state_ve_me,CQU
mun_guaraque_me,Guaraque,state_ve_me,GUA
mun_julio_cesar_salas_me,Julio César Salas,state_ve_me,JCS
mun_justo_briceno_me,Justo Briceño,state_ve_me,JBR
mun_libertador_me,Libertador,state_ve_me,LIB
mun_miranda_me,Miranda,state_ve_me,MIR
mun_obispo_ramos_lora_me,Obispo Ramos de Lora,state_ve_me,ORL
mun_padre_noguera_me,Padre Noguera,state_ve_me,PNO
mun_rangel_me,Rangel,state_ve_me,RAN
mun_rivas_davila_me,Rivas Dávila,state_ve_me,RDA
mun_santos_marquina_me,Santos Marquina,state_ve_me,SMA
mun_sucre_me,Sucre,state_ve_me,SUC
mun_tovar_me,Tovar,state_ve_me,TOV
mun_tulio_febres_cordero_me,Tulio Febres Cordero,state_ve_me,TFC
mun_ze_me,Zea,state_ve_me,ZEA
mun_pueblo_llano_me,Pueblo Llano,state_ve_me,PLL
mun_acevedo_mi,Acevedo,state_ve_mi,ACE
mun_andres_bello_mi,Andrés Bello,state_ve_mi,ABE
mun_baruta_mi,Baruta,state_ve_mi,BAR
mun_brion_mi,Brión,state_ve_mi,BRI
mun_buroz_mi,Buroz,state_ve_mi,BUR
mun_carrizal_mi,Carrizal,state_ve_mi,CAR
mun_chacao_mi,Chacao,state_ve_mi,CHA
mun_cristobal_rojas_mi,Cristóbal Rojas,state_ve_mi,CRO
mun_el_hatillo_mi,El Hatillo,state_ve_mi,HAT
mun_guaicaipuro_mi,Guaicaipuro,state_ve_mi,GUA
mun_independencia_mi,Independencia,state_ve_mi,IND
mun_lander_mi,Lander,state_ve_mi,LAN
mun_los_salías_mi,Los Salías,state_ve_mi,LSA
mun_paez_mi,Páez,state_ve_mi,PAE
mun_paz_castillo_mi,Paz Castillo,state_ve_mi,PCA
mun_pedro_gual_mi,Pedro Gual,state_ve_mi,PGU
mun_plaza_mi,Plaza,state_ve_mi,PLZ
mun_simon_bolivar_mi,Simón Bolívar,state_ve_mi,SBO
mun_sucre_mi,Sucre,state_ve_mi,SUC
mun_urdaneta_mi,Urdaneta,state_ve_mi,URD
mun_zamora_mi,Zamora,state_ve_mi,ZAM
mun_acosta_mo,Acosta,state_ve_mo,ACO
mun_aguasay_mo,Aguasay,state_ve_mo,AGU
mun_bolivar_mo,Bolívar,state_ve_mo,BOL
mun_caripe_mo,Caripe,state_ve_mo,CAR
mun_cedeno_mo,Cedeño,state_ve_mo,CED
mun_ezequiel_zamora_mo,Ezequiel Zamora,state_ve_mo,EZA
mun_libertador_mo,Libertador,state_ve_mo,LIB
mun_maturin_mo,Maturín,state_ve_mo,MAT
mun_piar_mo,Piar,state_ve_mo,PIA
mun_punceres_mo,Punceres,state_ve_mo,PUN
mun_santa_barbara_mo,Santa Bárbara,state_ve_mo,SBA
mun_sotillo_mo,Sotillo,state_ve_mo,SOT
mun_uracoa_mo,Uracoa,state_ve_mo,URA
mun_antolin_campo_ne,Antolín del Campo,state_ve_ne,ADC
mun_arismendi_ne,Arismendi,state_ve_ne,ARI
mun_diaz_ne,Díaz,state_ve_ne,DIA
mun_garcia_ne,García,state_ve_ne,GAR
mun_gomez_ne,Gómez,state_ve_ne,GOM
mun_maneiro_ne,Maneiro,state_ve_ne,MAN
mun_marcano_ne,Marcano,state_ve_ne,MAC
mun_marino_ne,Mariño,state_ve_ne,MAR
mun_macanao_ne,Península de Macanao,state_ve_ne,MACA
mun_tubores_ne,Tubores,state_ve_ne,TUB
mun_villalba_ne,Villalba (Isla de Coche),state_ve_ne,VIL
mun_agua_blanca_po,Agua Blanca,state_ve_po,AGB
mun_araure_po,Araure,state_ve_po,ARA
mun_esteller_po,Esteller,state_ve_po,EST
mun_guanare_po,Guanare,state_ve_po,GUA
mun_guanarito_po,Guanarito,state_ve_po,GTO
mun_jose_vicente_unda_po,José Vicente de Unda,state_ve_po,JVU
mun_ospino_po,Ospino,state_ve_po,OSP
mun_paez_po,Páez,state_ve_po,PAE
mun_papelon_po,Papelón,state_ve_po,PAP
mun_san_genaro_po,San Genaro de Boconoíto,state_ve_po,SGB
mun_san_rafael_onoto_po,San Rafael de Onoto,state_ve_po,SRO
mun_santa_rosalia_po,Santa Rosalía,state_ve_po,SAR
mun_sucre_po,Sucre,state_ve_po,SUC
mun_turen_po,Turén,state_ve_po,TUR
mun_andres_eloy_blanco_su,Andrés Eloy Blanco,state_ve_su,AEB
mun_andres_mata_su,Andrés Mata,state_ve_su,AMA
mun_arismendi_su,Arismendi,state_ve_su,ARI
mun_benitez_su,Benítez,state_ve_su,BEN
mun_bermudez_su,Bermúdez,state_ve_su,BER
mun_bolivar_su,Bolívar,state_ve_su,BOL
mun_cajigal_su,Cajigal,state_ve_su,CAJ
mun_cruz_salmeron_su,Cruz Salmerón Acosta,state_ve_su,CSA
mun_libertador_su,Libertador,state_ve_su,LIB
mun_marino_su,Mariño,state_ve_su,MAR
mun_mejia_su,Mejía,state_ve_su,MEJ
mun_montes_su,Montes,state_ve_su,MON
mun_ribero_su,Ribero,state_ve_su,RIB
mun_sucre_su,Sucre,state_ve_su,SUC
mun_valdez_su,Valdez,state_ve_su,VAL
mun_andres_bello_ta,Andrés Bello,state_ve_ta,ABE
mun_antonio_romulo_costa_ta,Antonio Rómulo Costa,state_ve_ta,ARC
mun_ayacucho_ta,Ayacucho,state_ve_ta,AYA
mun_bolivar_ta,Bolívar,state_ve_ta,BOL
mun_cardenas_ta,Cárdenas,state_ve_ta,CAR
mun_cordoba_ta,Córdoba,state_ve_ta,COR
mun_fernandez_feo_ta,Fernández Feo,state_ve_ta,FFE
mun_francisco_de_miranda_ta,Francisco de Miranda,state_ve_ta,FMI
mun_garcia_hevia_ta,García de Hevia,state_ve_ta,GDH
mun_guasimos_ta,Guásimos,state_ve_ta,GUA
mun_independencia_ta,Independencia,state_ve_ta,IND
mun_jauregui_ta,Jáuregui,state_ve_ta,JAU
mun_jose_maria_vargas_ta,José María Vargas,state_ve_ta,JMV
mun_junin_ta,Junín,state_ve_ta,JUN
mun_libertad_ta,Libertad,state_ve_ta,LIB
mun_libertador_ta,Libertador,state_ve_ta,LIB2
mun_lobatera_ta,Lobatera,state_ve_ta,LOB
mun_michelena_ta,Michelena,state_ve_ta,MIC
mun_panamericano_ta,Panamericano,state_ve_ta,PAN
mun_pedro_maria_urena_ta,Pedro María Ureña,state_ve_ta,PMU
mun_rafael_urdaneta_ta,Rafael Urdaneta,state_ve_ta,RUR
mun_samuel_dario_maldonado_ta,Samuel Darío Maldonado,state_ve_ta,SDM
mun_san_cristobal_ta,San Cristóbal,state_ve_ta,SCR
mun_san_judas_tadeo_ta,San Judas Tadeo,state_ve_ta,SJT
mun_san_mateo_ta,San Mateo,state_ve_ta,SMT
mun_sucre_ta,Sucre,state_ve_ta,SUC
mun_torbes_ta,Torbes,state_ve_ta,TOR
mun_uribante_ta,Uribante,state_ve_ta,URI
mun_ureña_ta,Ureña,state_ve_ta,URE
mun_andres_bello_tr,Andrés Bello,state_ve_tr,ABE
mun_bocono_tr,Boconó,state_ve_tr,BOC
mun_bolivar_tr,Bolívar,state_ve_tr,BOL
mun_candelaria_tr,Candelaria,state_ve_tr,CAN
mun_carache_tr,Carache,state_ve_tr,CAR
mun_carvajal_tr,Carvajal,state_ve_tr,CVJ
mun_escuq_tr,Escuque,state_ve_tr,ESC
mun_jf_marquez_canizales_tr,José Felipe Márquez Cañizales,state_ve_tr,JMC
mun_jv_campo_elias_tr,Juan Vicente Campo Elías,state_ve_tr,JCE
mun_la_ceiba_tr,La Ceiba,state_ve_tr,LCE
mun_miranda_tr,Miranda,state_ve_tr,MIR
mun_monte_carmelo_tr,Monte Carmelo,state_ve_tr,MCB
mun_motatan_tr,Motatán,state_ve_tr,MOT
mun_pampan_tr,Pampán,state_ve_tr,PAM
mun_pampanito_tr,Pampanito,state_ve_tr,PPT
mun_rafael_rangel_tr,Rafael Rangel,state_ve_tr,RRA
mun_san_r_crvajal_tr,San Rafael de Carvajal,state_ve_tr,SRC
mun_sucre_tr,Sucre,state_ve_tr,SUC
mun_trujillo_tr,Trujillo,state_ve_tr,TRU
mun_urdaneta_tr,Urdaneta,state_ve_tr,URD
mun_valera_tr,Valera,state_ve_tr,VAL
mun_vargas_lg,Vargas,state_ve_lg,VAR
mun_aristides_bastidas_ya,Arístides Bastidas,state_ve_ya,ARB
mun_bolivar_ya,Bolívar,state_ve_ya,BOL
mun_bruzual_ya,Bruzual,state_ve_ya,BRU
mun_cocorote_ya,Cocorote,state_ve_ya,COC
mun_independencia_ya,Independencia,state_ve_ya,IND
mun_jose_antonio_paez_ya,José Antonio Páez,state_ve_ya,JAP
mun_la_trinidad_ya,La Trinidad,state_ve_ya,LTR
mun_manuela_monge_ya,Manuel Monge,state_ve_ya,MMO
mun_nirgua_ya,Nirgua,state_ve_ya,NIR
mun_paez_ya,Páez,state_ve_ya,PAE
mun_pena_ya,Peña,state_ve_ya,PEN
mun_san_felipe_ya,San Felipe,state_ve_ya,SFE
mun_sucre_ya,Sucre,state_ve_ya,SUC
mun_urachiche_ya,Urachiche,state_ve_ya,URA
mun_veroes_ya,Veroes,state_ve_ya,VER
mun_almirante_padilla_zu,Almirante Padilla,state_ve_zu,APD
mun_baralt_zu,Baralt,state_ve_zu,BAR
mun_cabimas_zu,Cabimas,state_ve_zu,CAB
mun_catatumbo_zu,Catatumbo,state_ve_zu,CAT
mun_colon_zu,Colón,state_ve_zu,COL
mun_fj_pulgar_zu,Francisco Javier Pulgar,state_ve_zu,FJP
mun_guajira_zu,Guajira,state_ve_zu,GUA
mun_jel_zu,Jesús Enrique Lossada,state_ve_zu,JEL
mun_jms_zu,Jesús María Semprún,state_ve_zu,JMS
mun_lc_urdeneta_zu,La Cañada de Urdaneta,state_ve_zu,LCU
mun_lagunillas_zu,Lagunillas,state_ve_zu,LAG
mun_machiques_zu,Machiques de Perijá,state_ve_zu,MAC
mun_mara_zu,Mara,state_ve_zu,MAR
mun_maracaibo_zu,Maracaibo,state_ve_zu,MCB
mun_miranda_zu,Miranda,state_ve_zu,MIR
mun_rosario_zu,Rosario de Perijá,state_ve_zu,ROS
mun_san_francisco_zu,San Francisco,state_ve_zu,SFR
mun_santa_rita_zu,Santa Rita,state_ve_zu,SRT
mun_simon_bolivar_zu,Simón Bolívar,state_ve_zu,SBO
mun_sucre_zu,Sucre,state_ve_zu,SUC
mun_valmore_rodriguez_zu,Valmore Rodríguez,state_ve_zu,VRG
