id,name,municipality_id/id,code
par_once_de_abril_caroni_bo,Once de Abril,mun_caroni_bo,OAB
par_simon_bolivar_caroni_bo,Simón Bolívar,mun_caroni_bo,SBO
par_pozuelos_caroni_bo,Pozuelos,mun_caroni_bo,POZ
par_yocoima_caroni_bo,Yocoima,mun_caroni_bo,YOC
par_cachamay_caroni_bo,Cachamay,mun_caroni_bo,CCH
par_chiripero_caroni_bo,Chiripero,mun_caroni_bo,CHP
par_caicara_cedeno_bo,Caicara del Orinoco,mun_cedeno_bo,CAI
par_altagracia_cedeno_bo,Altagracia,mun_cedeno_bo,ALT
par_la_urbana_cedeno_bo,La Urbana,mun_cedeno_bo,URB
par_santa_barbara_cedeno_bo,Santa Bárbara,mun_cedeno_bo,SBA
par_el_callao_callao_bo,El Callao,mun_el_callao_bo,ECA
par_santa_elena_gran_sabana_bo,Santa Elena de Uairén,mun_gran_sabana_bo,SEU
par_ikabaru_gran_sabana_bo,Ikabarú,mun_gran_sabana_bo,IKA
par_el_palmar_ppchien_bo,El Palmar,mun_padre_pedro_chien_bo,EPM
par_upata_piar_bo,Upata,mun_pi_ar_bo,UPA
par_andres_elo_piar_bo,Andrés Eloy Blanco,mun_pi_ar_bo,AEB
par_piar_piar_bo,Piar,mun_pi_ar_bo,PIA
par_maripa_rleoni_bo,Maripa,mun_raul_leoni_bo,MRP
par_aripao_rleoni_bo,Aripao,mun_raul_leoni_bo,ARP
par_guarataro_rleoni_bo,Guarataro,mun_raul_leoni_bo,GTO
par_las_majadas_rleoni_bo,Las Majadas,mun_raul_leoni_bo,LMJ
par_guasipati_roscio_bo,Guasipati,mun_roscio_bo,GUA
par_salomon_roscio_bo,Salomón,mun_roscio_bo,SAL
par_tumeremo_sifontes_bo,Tumeremo,mun_sifontes_bo,TUM
par_dalla_costa_sifontes_bo,Dalla Costa,mun_sifontes_bo,DCO
par_san_isidro_sifontes_bo,San Isidro,mun_sifontes_bo,SIS
par_aripao_sucre_bo,Aripao,mun_sucre_bo,ARP
par_moitaco_sucre_bo,Moitaco,mun_sucre_bo,MOI
par_tumeremo_sucre_bo,Tumeremo,mun_sucre_bo,TUM2
par_bejuma_bejuma_ca,Bejuma,mun_bejuma_ca,BEJ
par_canoabo_bejuma_ca,Canoabo,mun_bejuma_ca,CAN
par_simon_bolivar_bejuma_ca,Simón Bolívar,mun_bejuma_ca,SBO
par_güigüe_car_ca,Güigüe,mun_carlos_arvelo_ca,GUI
par_belén_car_ca,Belén,mun_carlos_arvelo_ca,BEL
par_tacarigua_car_ca,Tacarigua,mun_carlos_arvelo_ca,TAC
par_mariara_dib_ca,Mariara,mun_diego_ibarra_ca,MAR
par_aguas_calientes_dib_ca,Aguas Calientes,mun_diego_ibarra_ca,AGC
par_guacara_guacara_ca,Guacara,mun_guacara_ca,GUA
par_yagua_guacara_ca,Yagua,mun_guacara_ca,YAG
par_ciudad_alianza_guacara_ca,Ciudad Alianza,mun_guacara_ca,CAL
par_moron_jjm_ca,Morón,mun_juan_jose_mora_ca,MOR
par_urama_jjm_ca,Urama,mun_juan_jose_mora_ca,URA
par_tocuyito_lib_ca,Tocuyito,mun_libertador_ca,TOC
par_industrial_lib_ca,Independencia,mun_libertador_ca,IND
par_los_guayos_lg_ca,Los Guayos,mun_los_guayos_ca,LGU
par_miranda_mir_ca,Miranda,mun_miranda_ca,MIR
par_montalban_mon_ca,Montalbán,mun_montalban_ca,MON
par_naguanagua_nag_ca,Naguanagua,mun_naguanagua_ca,NAG
par_bartolome_salomon_ptc_ca,Bartolomé Salom,mun_puerto_cabello_ca,BSA
par_borburata_ptc_ca,Borburata,mun_puerto_cabello_ca,BOR
par_democracia_ptc_ca,Democracia,mun_puerto_cabello_ca,DEM
par_fraternidad_ptc_ca,Fraternidad,mun_puerto_cabello_ca,FRA
par_goaigoaza_ptc_ca,Goaigoaza,mun_puerto_cabello_ca,GOA
par_juan_jose_flores_ptc_ca,Juan José Flores,mun_puerto_cabello_ca,JJF
par_patana_ptc_ca,Patana,mun_puerto_cabello_ca,PAT
par_union_ptc_ca,Unión,mun_puerto_cabello_ca,UNI
par_san_diego_san_ca,San Diego,mun_san_diego_ca,SAN
par_san_joaquin_sjq_ca,San Joaquín,mun_san_joaquin_ca,SJQ
par_catedral_valencia_ca,Catedral,mun_valencia_ca,CAT
par_san_jose_valencia_ca,San José,mun_valencia_ca,SJO
par_santa_rosa_valencia_ca,Santa Rosa,mun_valencia_ca,SRO
par_miguel_peña_valencia_ca,Miguel Peña,mun_valencia_ca,MPE
par_cojedes_anzoategui_co,Cojedes,mun_anzoategui_co,COJ
par_juan_de_mata_anzoategui_co,Juan de Mata Suárez,mun_anzoategui_co,JMS
par_tinaquillo_tinaquillo_co,Tinaquillo,mun_tinaquillo_co,TIN
par_el_baúl_girardot_co,El Baúl,mun_girardot_co,EBA
par_sucre_girardot_co,Sucre,mun_girardot_co,SUC
par_macapo_lima_blanco_co,Macapo,mun_lima_blanco_co,MAC
par_la_aguadita_lima_blanco_co,La Aguadita,mun_lima_blanco_co,LAG
par_pao_pao_co,Pao de San Juan Bautista,mun_pao_san_juan_bautista_co,PAO
par_ortiz_ez_co,Ortiz,mun_ezequiel_zamora_co,ORT
par_san_francisco_ez_co,San Francisco de Tiznados,mun_ezequiel_zamora_co,SFT
par_las_vegas_romulo_co,Las Vegas,mun_romulo_gallegos_co,LVG
par_san_carlos_sancarlos_co,San Carlos,mun_san_carlos_co,SCA
par_mata_carmelera_sancarlos_co,Mata Carmelera,mun_san_carlos_co,MTC
par_las_vegas_sancarlos_co,Las Vegas,mun_san_carlos_co,LVG2
par_tinaco_tinaco_co,Tinaco,mun_tinaco_co,TNC
par_argimiro_garcia_tucupita_da,Argimiro García,mun_tucupita_da,ARG
par_san_jose_tucupita_da,San José,mun_tucupita_da,SJO
par_virgen_valle_tucupita_da,Virgen del Valle,mun_tucupita_da,VDV
par_leonardo_ruiz_tucupita_da,Leonardo Ruiz Pineda,mun_tucupita_da,LRP
par_jose_vidal_tucupita_da,José Vidal Marcano,mun_tucupita_da,JVM
par_san_rafael_tucupita_da,San Rafael,mun_tucupita_da,SRA
par_imataca_casacoima_da,Imataca,mun_casacoima_da,IMA
par_juan_millan_casacoima_da,Juan Millán,mun_casacoima_da,JMI
par_manuel_renaud_casacoima_da,Manuel Renaud,mun_casacoima_da,MRE
par_padre_barrera_casacoima_da,Padre Barrera,mun_casacoima_da,PBA
par_luis_beltran_pedernales_da,Luis Beltrán Prieto Figueroa,mun_pedernales_da,LBP
par_pedernales_pedernales_da,Pedernales,mun_pedernales_da,PED
par_curiapo_antonio_diaz_da,Curiapo,mun_antonio_diaz_da,CUR
par_altagracia_antonio_diaz_da,Altagracia,mun_antonio_diaz_da,ALT
par_boca_cuyubini_antonio_diaz_da,Boca de Cuyubini,mun_antonio_diaz_da,BCU
par_murako_antonio_diaz_da,Murako,mun_antonio_diaz_da,MUR
par_santos_de_agua_antonio_diaz_da,Santos de Agua,mun_antonio_diaz_da,SAG
par_araguaimujo_antonio_diaz_da,Araguaimujo,mun_antonio_diaz_da,ARG2
par_manuela_sanchez_antonio_diaz_da,Manuela Sánchez,mun_antonio_diaz_da,MSA
par_casacoima_antonio_diaz_da,Casacoima (fluvial),mun_antonio_diaz_da,CAS2
par_barrancas_antonio_diaz_da,Barrancas del Orinoco (sector fluvial),mun_antonio_diaz_da,BAR
par_23enero_libertador_dc,23 de Enero,mun_libertador_dc,23E
par_altagracia_libertador_dc,Altagracia,mun_libertador_dc,ALT
par_antimano_libertador_dc,Antímano,mun_libertador_dc,ANT
par_candelaria_libertador_dc,La Candelaria,mun_libertador_dc,CAN
par_catedral_libertador_dc,Catedral,mun_libertador_dc,CAT
par_coche_libertador_dc,Coche,mun_libertador_dc,COC
par_eljunquito_libertador_dc,El Junquito,mun_libertador_dc,JUN
par_elparaiso_libertador_dc,El Paraíso,mun_libertador_dc,PAR
par_elrecreo_libertador_dc,El Recreo,mun_libertador_dc,REC
par_elvalle_libertador_dc,El Valle,mun_libertador_dc,VAL
par_lapastora_libertador_dc,La Pastora,mun_libertador_dc,PAS
par_lavega_libertador_dc,La Vega,mun_libertador_dc,VEG
par_macarao_libertador_dc,Macarao,mun_libertador_dc,MAC
par_sanjuan_libertador_dc,San Juan,mun_libertador_dc,SJU
par_sansimon_libertador_dc,San Simón,mun_libertador_dc,SSI
par_santarosalia_libertador_dc,Santa Rosalía,mun_libertador_dc,SRO
par_santateresa_libertador_dc,Santa Teresa,mun_libertador_dc,STE
par_sucre_libertador_dc,Sucre (Catia),mun_libertador_dc,SUC
par_sabanagrande_libertador_dc,Sabana Grande,mun_libertador_dc,SAG
par_sanagustin_libertador_dc,San Agustín,mun_libertador_dc,SAGU
par_sanbernardino_libertador_dc,San Bernardino,mun_libertador_dc,SBE
par_sanjose_libertador_dc,San José,mun_libertador_dc,SJO
par_san_juan_acosta_fa,San Juan de los Cayos,mun_acosta_fa,SJC
par_capadare_acosta_fa,Capadare,mun_acosta_fa,CAP
par_la_pastora_acosta_fa,La Pastora,mun_acosta_fa,PAS
par_san_pablo_acosta_fa,San Pablo,mun_acosta_fa,SPB
par_san_luis_bolivar_fa,San Luis,mun_bolivar_fa,SLU
par_aroa_bolivar_fa,Aroa,mun_bolivar_fa,ARO
par_bariro_buchivacoa_fa,Bariró,mun_buchivacoa_fa,BAR
par_borojó_buchivacoa_fa,Borojó,mun_buchivacoa_fa,BOR
par_capatarida_buchivacoa_fa,Capatarida,mun_buchivacoa_fa,CAP
par_guajiro_buchivacoa_fa,Guajiro,mun_buchivacoa_fa,GUA
par_seque_buchivacoa_fa,Seque,mun_buchivacoa_fa,SEQ
par_zazarida_buchivacoa_fa,Zazarida,mun_buchivacoa_fa,ZAZ
par_yaracal_cmanaure_fa,Yaracal,mun_cacique_manaure_fa,YAR
par_punto_fijo_carirubana_fa,Punto Fijo,mun_carirubana_fa,PFI
par_santa_ana_carirubana_fa,Santa Ana,mun_carirubana_fa,SAN
par_adaure_carirubana_fa,Adaure,mun_carirubana_fa,ADA
par_meneses_carirubana_fa,Meneses,mun_carirubana_fa,MEN
par_la_vela_colina_fa,La Vela de Coro,mun_colina_fa,LVE
par_aguada_grande_colina_fa,Aguada Grande,mun_colina_fa,AGG
par_guaibacoa_colina_fa,Guaibacoa,mun_colina_fa,GUA
par_macoruca_colina_fa,Macoruca,mun_colina_fa,MAC
par_dabajuro_dab_fa,Dabajuro,mun_dabajuro_fa,DAB
par_pedregal_dem_fa,Pedregal,mun_democracia_fa,PED
par_agua_linda_dem_fa,Agua Linda,mun_democracia_fa,ALN
par_agua_larga_dem_fa,Agua Larga,mun_democracia_fa,ALG
par_pueblo_nuevo_falcon_fa,Pueblo Nuevo,mun_falcon_fa,PNU
par_adaure_falcon_fa,Adaure,mun_falcon_fa,ADA2
par_adicora_falcon_fa,Adícora,mun_falcon_fa,ADI
par_baraived_falcon_fa,Baraived,mun_falcon_fa,BAR2
par_buenavista_falcon_fa,Buenavista,mun_falcon_fa,BVA
par_jadacaquiva_falcon_fa,Jadacaquiva,mun_falcon_fa,JAD
par_moroquito_falcon_fa,Moroquito,mun_falcon_fa,MOR
par_pueblo_cumarebo_falcon_fa,Pueblo Cumarebo,mun_falcon_fa,PCU
par_churuguara_federacion_fa,Churuguara,mun_federacion_fa,CHU
par_aguada_grande_federacion_fa,Aguada Grande,mun_federacion_fa,AGG2
par_el_paují_federacion_fa,El Paují,mun_federacion_fa,PAU
par_jacura_jac_fa,Jacura,mun_jacura_fa,JAC
par_agua_linda_jac_fa,Agua Linda,mun_jacura_fa,ALN2
par_corralito_jac_fa,Corralito,mun_jacura_fa,COR
par_santa_cruz_lta_fa,Santa Cruz de Los Taques,mun_los_taques_fa,SCR
par_judibana_lta_fa,Judibana,mun_los_taques_fa,JUD
par_mene_de_mauroa_fa,Mene de Mauroa,mun_mauricio_baez_fa,MEN
par_san_felix_mauroa_fa,San Félix,mun_mauricio_baez_fa,SFX
par_casigua_mauroa_fa,Casigua,mun_mauricio_baez_fa,CAS
par_coro_mir_fa,Coro,mun_miranda_fa,CORO
par_guzman_mir_fa,Guzmán Guillermo,mun_miranda_fa,GGU
par_mitare_mir_fa,Mitare,mun_miranda_fa,MIT
par_sabaneta_mir_fa,Sabaneta,mun_miranda_fa,SAB
par_san_gabriel_mir_fa,San Gabriel,mun_miranda_fa,SGA
par_santa_ana_mir_fa,Santa Ana,mun_miranda_fa,SAN2
par_chichiriviche_mit_fa,Chichiriviche,mun_monseñor_iturriaga_fa,CHI
par_boca_tocuyo_mit_fa,Boca de Tocuyo,mun_monseñor_iturriaga_fa,BTO
par_tocuyo_mit_fa,Tocuyo de la Costa,mun_monseñor_iturriaga_fa,TCO
par_palmasola_pal_fa,Palmasola,mun_palmasola_fa,PAL
par_cabure_pet_fa,Cabure,mun_petit_fa,CAB
par_colina_pet_fa,Colina,mun_petit_fa,COL
par_curimagua_pet_fa,Curimagua,mun_petit_fa,CUR
par_piritu_pir_fa,Píritu,mun_piritu_fa,PIR
par_san_jose_pir_fa,San José de la Costa,mun_piritu_fa,SJC
par_mirimire_sfr_fa,Mirimire,mun_san_francisco_fa,MIR
par_tucacas_sil_fa,Tucacas,mun_silva_fa,TUC
par_boca_aroa_sil_fa,Boca de Aroa,mun_silva_fa,BAR
par_santa_cruz_suc_fa,Santa Cruz de Bucaral,mun_sucre_fa,SCB
par_el_charal_suc_fa,El Charal,mun_sucre_fa,CHA
par_las_lapas_suc_fa,Las Lapas,mun_sucre_fa,LAP
par_tocópero_toc_fa,Tocópero,mun_tocopero_fa,TOC
par_santa_elena_uni_fa,Santa Elena,mun_union_fa,SEL
par_san_luis_uni_fa,San Luis,mun_union_fa,SLU
par_urumaco_uru_fa,Urumaco,mun_uruma_fa,URU
par_bramon_uru_fa,Bramón,mun_uruma_fa,BRA
par_pueblo_cumarebo_zam_fa,Pueblo Cumarebo,mun_zamora_fa,PCU
par_la_cienaga_zam_fa,La Ciénaga,mun_zamora_fa,LCI
par_la_soledad_zam_fa,La Soledad,mun_zamora_fa,LSO
par_puerto_cumarebo_zam_fa,Puerto Cumarebo,mun_zamora_fa,PTC
par_camaguán_camaguán_gu,Camaguán,mun_camaguán_gu,CAM
par_puerto_miranda_camaguán_gu,Puerto Miranda,mun_camaguán_gu,PMI
par_ugarte_camaguán_gu,Uverito,mun_camaguán_gu,UVE
par_chaguaramas_chaguaramas_gu,Chaguaramas,mun_chaguaramas_gu,CHA
par_el_socorro_socorro_gu,El Socorro,mun_el_socorro_gu,ESO
par_calabozo_fmi_gu,Calabozo,mun_francisco_de_miranda_gu,CAL
par_el_rastro_fmi_gu,El Rastro,mun_francisco_de_miranda_gu,RAS
par_guardatinajas_fmi_gu,Guardatinajas,mun_francisco_de_miranda_gu,GUA
